"i_county","i_year","i_dayswaqi","i_gdays","i_maqi","patternig","coverage","informativeness","county_r2","year_r2","dayswaqi_r2","gdays_r2","maqi_r2","meanr2","fscore"
"Ottawa","2008","222","222","97","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1999","52","52","187","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Greene","2016","312","312","105","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","1998","115","115","154","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2000","115","115","192","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1991","200","200","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Chatham","2001","244","244","136","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Essex","2010","262","262","164","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Meigs","1997","254","254","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washtenaw","2008","278","278","140","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Essex","2004","274","274","136","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hamilton","2004","142","142","140","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Campbell","2006","161","161","133","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1998","257","257","203","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1998","257","257","75","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Campbell","2006","161","161","86","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2010","211","211","106","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hancock","1985","311","311","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2014","234","234","93","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Middlesex","2009","161","161","140","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Knox","2016","313","313","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Campbell","1998","228","228","59","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Albany","1994","277","277","209","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1996","114","114","31","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Tompkins","1995","199","199","159","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washoe","1988","188","188","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2012","268","268","58","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Cherokee","2013","209","209","101","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jackson","2006","115","115","112","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1995","161","161","172","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Collin","2005","248","248","177","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Campbell","1992","229","229","147","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hudson","1996","213","213","179","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"La Plata","1999","235","235","147","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Davie","2011","141","141","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Fountain","1994","273","273","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Bernalillo","1990","191","191","169","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Edgefield","1995","276","276","129","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1995","138","138","136","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1995","138","138","63","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Kay","1991","170","170","160","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"La Plata","2014","280","280","101","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jackson","2006","115","115","139","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Pike","1993","242","242","59","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1995","52","52","136","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Fulton","1981","129","129","151","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Grant","2011","309","309","126","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1995","171","171","203","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Clark","1981","309","309","205","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Summit","1996","196","196","185","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2000","154","154","172","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1994","272","272","195","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2015","227","227","101","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Sarasota","1997","247","247","166","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"San Francisco","2013","254","254","133","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1992","233","233","185","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Marion","2001","80","80","77","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2016","194","194","159","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1992","233","233","126","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Escambia","1997","206","206","182","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Kewaunee","2007","139","139","164","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Anoka","2019","315","315","122","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"York","1985","199","199","243","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Smith","2013","306","306","126","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Allegan","2017","220","220","115","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Orange","1999","141","141","177","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Glenn","1981","242","242","143","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1988","186","186","223","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2018","304","304","108","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Matanuska-Susitna ","2005","101","101","124","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Franklin","2006","259","259","133","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Warren","1997","154","154","62","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Franklin","2012","171","171","201","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2004","256","256","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Utah","1983","63","63","245","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Escambia","1993","193","193","199","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Humphreys","1983","162","162","194","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1995","161","161","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Cambria","2006","234","234","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Escambia","1990","185","185","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1986","232","232","156","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Wabash","2016","309","309","115","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Worcester","1994","241","241","202","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1989","168","168","212","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Rutland","1986","200","200","151","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Orange","1999","189","189","177","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Morgan","2009","310","310","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Calvert","2013","175","175","105","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Inyo","1981","171","171","108","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Morgan","2011","193","193","108","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1983","235","235","161","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Massac","1985","165","165","178","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Montgomery","2001","229","229","134","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1983","119","119","161","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Fayette","2015","286","286","139","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Warren","2007","59","59","136","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Monterey","1995","339","339","122","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hamblen","2002","62","62","114","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2000","22","22","192","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Knox","2009","169","169","129","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Knox","2009","169","169","112","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Adams","2010","191","191","93","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Santa Rosa","2011","256","256","147","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hillsborough","1990","220","220","177","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Morgan","2016","304","304","107","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","1990","240","240","53","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madison","1983","9","9","161","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Morgan","2016","304","304","112","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Franklin","1990","235","235","64","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Franklin","1991","225","225","55","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hunterdon","2012","256","256","143","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Franklin","1993","218","218","53","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Kent","2018","318","318","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2000","223","223","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Madera","1995","222","222","192","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jackson","2006","339","339","112","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Columbiana","2001","204","204","199","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hamilton","1980","140","140","208","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Franklin","1993","218","218","177","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Oxford","1990","197","197","198","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Utah","1992","200","200","157","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Knox","2007","241","241","215","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Macoupin","1991","304","304","195","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Franklin","1993","240","240","40","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Flathead","2004","309","309","152","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Lackawanna","2001","185","185","169","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Davis","1987","185","185","172","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Knox","2007","151","151","215","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Franklin","1997","101","101","192","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1986","194","194","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Huntington","2000","103","103","169","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Manatee","2006","276","276","150","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Florence","2000","48","48","122","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Erie","1983","185","185","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Rosebud","1997","346","346","143","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Macon","2016","321","321","123","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Franklin","1998","81","81","195","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Multnomah","1981","59","59","198","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Bell","2002","145","145","182","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2001","103","103","182","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Davis","1989","191","191","227","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"San Juan","2017","230","230","133","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Union","2010","194","194","115","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1988","128","128","226","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2000","310","310","97","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Monongalia","1988","203","203","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Knox","2005","237","237","140","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Vermillion","1988","248","248","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2000","310","310","117","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hamilton","2010","164","164","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Franklin","2001","84","84","187","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1997","206","206","192","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2000","22","22","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2004","256","256","116","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Stark","1995","227","227","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Multnomah","2006","280","280","178","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hamilton","2010","164","164","172","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Charleston","2011","223","223","153","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Calaveras","2011","216","216","143","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Davis","2000","229","229","214","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Colusa","2013","250","250","126","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Chester","2006","151","151","187","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Dougherty","2009","157","157","120","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Greene","1993","228","228","54","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Macomb","1997","286","286","205","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Macomb","1995","286","286","207","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Lake","1985","222","222","208","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2018","304","304","105","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Caddo","2011","241","241","161","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Union","2010","258","258","75","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Allegheny","1998","67","67","212","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Delaware","2008","147","147","89","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Rockingham","2013","188","188","77","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Pierce","1995","273","273","129","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Clark","1988","233","233","219","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Putnam","2000","96","96","55","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"San Joaquin","2016","138","138","166","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Merced","2002","143","143","221","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Tazewell","1996","265","265","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1998","279","279","205","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Cedar","1999","138","138","172","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Wood","1991","138","138","212","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Dorchester","2001","257","257","201","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Fremont","2008","247","247","50","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Union","1992","130","130","83","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"MOBILE MONITORS","2001","95","95","192","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Berrien","1996","97","97","215","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Muskegon","1998","103","103","187","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Douglas","2009","316","316","147","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Adams","1995","320","320","31","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1986","87","87","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Sumter","2006","194","194","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Alameda","2001","290","290","178","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Cook","2000","41","41","155","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Franklin","2013","279","279","129","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Elmore","1997","122","122","115","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Union","1992","260","260","83","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Muskogee","1998","262","262","151","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Middlesex","2018","168","168","97","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1991","200","200","222","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Chatham","1995","240","240","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2003","171","171","192","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hancock","1987","85","85","174","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Kern","2014","32","32","307","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Napa","1988","304","304","156","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Orange","2005","203","203","155","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Huron","1990","165","165","151","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Coos","2013","279","279","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hillsborough","2009","200","200","128","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Orange","2005","203","203","174","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Lake","1988","115","115","227","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Kent","1980","244","244","192","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2000","115","115","196","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2014","314","314","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jackson","2006","339","339","139","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Lake","1988","115","115","239","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Arapahoe","2017","224","224","119","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Nassau","1982","175","175","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2002","80","80","197","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Nassau","1987","259","259","200","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1997","205","205","192","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Douglas","2009","316","316","150","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"McHenry","2010","269","269","115","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Allen","2000","305","305","182","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Coweta","2005","155","155","160","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Pinal","1997","242","242","137","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Greene","2000","169","169","61","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Stevens","2011","253","253","107","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Bannock","1999","206","206","184","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Allen","2001","294","294","159","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Montgomery","1996","336","336","187","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2000","22","22","196","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Allen","2005","165","165","159","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","2003","171","171","202","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Nassau","2006","312","312","189","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"East Baton Rouge","1984","194","194","227","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2005","129","129","204","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Jefferson","1995","171","171","172","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hamilton","2011","345","345","126","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Union","1998","244","244","147","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Lake","1992","186","186","101","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Nevada","2000","162","162","208","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Chautauqua","1994","181","181","152","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Nevada","2008","188","188","203","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Lake","1992","186","186","179","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"York","1997","243","243","161","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Clark","1992","284","284","179","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Nevada","2013","207","207","140","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hamilton","2011","345","345","129","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Iberville","1982","301","301","240","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Leelanau","2006","139","139","179","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Catawba","2005","46","46","120","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Orange","2008","256","256","147","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"St. James","2011","310","310","136","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Lowndes","2013","286","286","118","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Benton","1987","179","179","64","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Granville","1990","108","108","166","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Butte","2007","193","193","174","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Lowndes","2000","43","43","116","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Portage","1993","135","135","182","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Tuolumne","2017","231","231","143","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Kent","1984","194","194","185","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hancock","1988","253","253","208","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"DeSoto","2007","150","150","203","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","2007","128","128","110","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Baltimore (City)","2009","199","199","111","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Washington","1993","249","249","202","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Warren","1998","261","261","42","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Hamilton","2007","74","74","193","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"Escambia","2001","150","150","83","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"La Salle","2001","277","277","115","5","1",5,"1","1","1","1","1","1","8.333333333333334"
"St. Tammany",NULL,NULL,NULL,NULL,"4","4",1,"1","1","2","1","1","1.2","7.529411764705882"
NULL,NULL,NULL,NULL,"251","4","4",1,"1","1","2","1","1","1.2","7.529411764705882"
NULL,NULL,NULL,NULL,"254","4","4",1,"1","1","2","1","1","1.2","7.529411764705882"
"Putnam","1993","316","316","129","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Medina","2008","165","165","133","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Medina","2004","162","162","150","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Washington","1985","238","238","93","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Chatham","2012","232","232","124","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Washington","1985","43","43","93","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Georgetown","1994","312","312","113","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Miami","1994","182","182","154","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Washington","1990","240","240","142","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Miami-Dade","2019","317","317","146","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Middlesex","1983","102","102","254","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Middlesex","1990","242","242","212","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Genesee","2014","247","247","105","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Scott","2005","174","174","135","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"McLean","1993","351","351","149","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"McKenzie","2011","319","319","262","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"McKenzie","2005","347","347","113","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Mille Lacs","2005","192","192","151","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Milwaukee","1994","238","238","235","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"McDowell","2000","43","43","166","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Genesee","1999","275","275","210","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Charleston","1996","291","291","177","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Washington","1991","235","235","44","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Haywood","2001","148","148","161","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Haywood","1998","140","140","203","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"McClain","1994","321","321","129","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Union","1985","70","70","114","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Missoula","1985","137","137","152","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Washington","1991","235","235","190","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Washington","1991","235","235","213","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Champaign","1993","335","335","115","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Adams","1995","320","320","151","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Volusia","2010","294","294","101","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Maury","2007","62","62","103","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Uinta","2018","287","287","108","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Union","1991","92","92","57","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Massac","1982","267","267","158","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Mason","2012","320","320","116","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Yavapai","1982","251","251","179","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Mason","1993","141","141","200","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Clark","1988","68","68","219","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Clark","1988","197","197","126","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Washington","1993","249","249","54","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Cedar","1999","138","138","35","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Cecil","1998","123","123","227","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Martin","1995","289","289","133","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Clark","1989","240","240","209","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
"Washington","1993","249","249","185","4","1",5,"1","1","1","1","1","1","7.2727272727272725"
